62.29
62.01
63.37
65.1
64.25
65.8
65.49
65.21
64.3
64.87
63.05
63.41
63.35
63.53
62.03
63.4
65.48
66.81
67.07
67.35
66.23
66.5
68.44
68.3
68.26
67.61
67.66
68
68.18
68.11
68.56
67.28
67.91
68.45
69.71
70.74
68.83
71.16
71.36
70.69
71.01
71.34
71.43
71.47
71.23
72.26
72.09
71.85
70.77
67.92
66.8
68.24
66.98
65.81
64.76
65.51
64.75
65.96
65.77
66.1
66.38
66.63
66.91
65.01
65.91
65.09
65.92
65.68
69.02
69.91
75.23
77.41
73.45
74.13
73.89
74.19
73.05
73.78
73.93
74.11
70.47
70.28
71.03
68.22
68.03
68.78
69.42
70.31
67.9
70.77
71.13
71.59
68.66
71.19
69.88
68.8
68.95
68.49
69.01
69.17
66.92
66.81
67.61
67.25
67.04
65.07
65.44
65.93
66.5
67.32
67.85
69.13
69.71
69.97
68.54
69.68
70.25
69.84
69.82
68.69
67.81
67.73
67.55
69.29
70.37
68.6
68.98
68.86
